Turning Movement Count,
15 Minute Counts,
DATE,TIME,INTID,NBL,NBT,NBR,SBL,SBT,SBR,EBL,EBT,EBR,WBL,WBT,WBR
11/19/2025,="1330",4,31,58,55,28,63,37,51,209,35,43,211,16,
11/19/2025,="1345",4,39,63,51,30,74,55,44,176,47,35,198,9,
11/19/2025,="1400",4,35,63,33,20,56,45,43,193,36,35,227,22,
11/19/2025,="1415",4,36,63,37,29,88,51,39,192,42,28,222,20,
11/19/2025,="1430",4,33,45,41,18,57,47,25,229,52,32,196,18,
11/19/2025,="1445",4,28,50,32,19,82,39,33,202,43,38,210,26,
11/19/2025,="1500",4,34,47,48,23,96,48,26,211,35,33,203,10,
11/19/2025,="1515",4,35,50,58,16,72,54,49,220,33,65,230,21,
11/19/2025,="1530",4,41,70,29,41,86,63,26,204,25,39,258,15,
11/19/2025,="1545",4,29,82,45,26,82,52,37,166,42,42,235,18,
11/19/2025,="1600",4,26,77,36,22,115,62,35,192,40,55,221,28,
11/19/2025,="1615",4,30,72,47,29,108,50,33,203,48,43,265,24,
11/19/2025,="1630",4,39,59,35,32,113,54,38,193,50,44,249,17,
11/19/2025,="1645",4,28,79,39,32,103,44,25,157,45,48,297,14,
11/19/2025,="1700",4,40,66,37,43,114,33,24,191,62,53,276,14,
11/19/2025,="1715",4,54,80,44,33,112,37,30,183,55,67,260,15,
11/19/2025,="1730",4,38,67,37,39,131,51,34,224,66,83,290,14,
11/19/2025,="1745",4,43,67,48,36,112,32,43,197,53,77,283,11,
11/19/2025,="1800",4,7,16,56,9,75,50,17,117,84,8,95,16,
11/19/2025,="1815",4,29,52,39,23,105,50,23,166,72,66,261,10,
11/19/2025,="1830",4,36,67,49,30,90,64,32,185,65,71,291,9,
11/19/2025,="1845",4,45,62,35,32,91,62,30,174,65,53,265,14,
11/19/2025,="1900",4,38,63,41,22,73,89,51,183,54,49,274,14,
11/19/2025,="1915",4,46,67,41,18,82,87,44,160,49,44,253,10,
11/19/2025,="1930",4,32,63,46,23,69,72,43,130,46,37,213,5,
11/19/2025,="1945",4,35,63,34,17,65,74,35,163,33,55,197,9,
11/19/2025,="2000",4,39,36,32,17,46,64,26,140,31,30,198,17,
11/19/2025,="2015",4,31,39,22,10,57,74,31,113,23,30,197,17,
11/19/2025,="2030",4,28,32,28,8,62,67,29,90,27,38,203,17,
11/19/2025,="2045",4,23,47,22,12,65,70,24,110,28,32,168,13,
11/19/2025,="2100",4,36,27,29,11,52,87,25,89,21,37,160,7,
11/19/2025,="2115",4,28,40,24,8,59,92,28,69,17,24,227,8,
11/19/2025,="2130",4,14,26,21,8,44,75,18,91,18,31,197,5,
11/19/2025,="2145",4,14,27,21,6,38,81,23,84,28,34,165,7,
11/19/2025,="2200",4,19,16,14,9,38,68,21,61,15,24,159,5,
11/19/2025,="2215",4,11,14,21,8,43,48,16,49,11,12,117,4,
11/19/2025,="2230",4,9,27,9,6,27,42,6,52,15,13,126,7,
11/19/2025,="2245",4,9,23,5,5,23,42,11,42,10,13,84,10,
11/19/2025,="2300",4,6,16,17,5,32,42,5,31,10,11,94,3,
11/19/2025,="2315",4,11,8,11,6,24,32,5,33,12,10,87,5,
11/19/2025,="2330",4,4,7,5,3,11,25,4,41,8,9,52,3,
11/19/2025,="2345",4,4,3,4,4,9,14,3,33,11,5,49,4,
11/20/2025,="0000",4,2,4,11,5,8,19,0,17,2,8,49,10,
11/20/2025,="0015",4,2,6,1,1,4,15,0,17,6,5,45,1,
11/20/2025,="0030",4,4,0,1,1,6,9,1,12,2,7,37,1,
11/20/2025,="0045",4,3,1,3,0,1,5,0,20,3,3,34,2,
11/20/2025,="0100",4,1,2,3,4,5,10,2,6,3,3,28,2,
11/20/2025,="0115",4,1,0,6,2,2,10,1,19,2,4,13,0,
11/20/2025,="0130",4,0,1,3,3,2,3,1,17,0,2,9,3,
11/20/2025,="0145",4,3,2,1,1,3,7,1,10,1,0,15,0,
11/20/2025,="0200",4,1,2,3,0,1,3,1,16,1,2,10,0,
11/20/2025,="0215",4,0,7,0,2,0,6,0,12,0,1,19,4,
11/20/2025,="0230",4,0,1,3,1,2,6,2,8,2,5,13,0,
11/20/2025,="0245",4,0,1,5,1,2,9,2,8,0,0,20,0,
11/20/2025,="0300",4,0,5,4,0,3,8,2,8,1,1,13,2,
11/20/2025,="0315",4,0,1,2,1,1,1,0,14,4,2,10,1,
11/20/2025,="0330",4,0,4,2,1,3,2,0,15,3,2,7,1,
11/20/2025,="0345",4,0,0,1,0,2,4,2,11,0,2,7,4,
11/20/2025,="0400",4,0,2,0,1,2,4,0,11,0,0,8,0,
11/20/2025,="0415",4,0,2,1,0,6,8,3,9,2,1,5,0,
11/20/2025,="0430",4,0,1,1,1,8,2,2,19,2,2,4,0,
11/20/2025,="0445",4,1,4,2,2,7,2,3,25,3,6,9,3,
11/20/2025,="0500",4,1,2,4,1,7,5,3,26,2,5,17,5,
11/20/2025,="0515",4,0,2,3,4,7,3,0,28,5,5,8,0,
11/20/2025,="0530",4,1,6,15,3,14,5,3,62,3,9,21,12,
11/20/2025,="0545",4,6,7,7,2,13,3,6,85,9,9,12,5,
11/20/2025,="0600",4,2,7,11,3,7,9,5,70,4,3,23,6,
11/20/2025,="0615",4,1,20,14,3,8,10,6,79,8,9,35,0,
11/20/2025,="0630",4,9,22,20,12,7,19,20,134,6,11,35,5,
11/20/2025,="0645",4,9,31,22,2,10,16,18,153,15,8,56,11,
11/20/2025,="0700",4,6,14,18,13,16,12,27,142,25,16,51,8,
11/20/2025,="0715",4,10,22,20,12,23,21,21,232,36,17,85,8,
11/20/2025,="0730",4,10,43,41,9,55,33,26,258,56,20,96,4,
11/20/2025,="0745",4,4,43,59,9,49,30,30,330,55,9,78,21,
11/20/2025,="0800",4,15,59,50,25,53,28,28,277,52,14,98,35,
11/20/2025,="0815",4,11,80,84,17,48,40,43,257,39,35,106,31,
11/20/2025,="0830",4,9,70,105,23,59,35,26,198,27,28,127,32,
11/20/2025,="0845",4,6,45,111,20,36,10,29,122,19,38,86,16,
11/20/2025,="0900",4,11,38,90,30,46,9,32,162,23,24,93,26,
11/20/2025,="0915",4,15,68,104,20,27,18,36,197,25,22,108,15,
11/20/2025,="0930",4,23,79,73,29,35,15,37,252,27,28,102,20,
11/20/2025,="0945",4,39,87,64,16,53,28,45,237,31,27,124,17,
11/20/2025,="1000",4,31,73,30,13,48,19,45,255,61,19,146,11,
11/20/2025,="1015",4,34,69,39,15,47,31,48,194,32,20,138,23,
11/20/2025,="1030",4,32,64,32,13,38,34,46,247,43,19,134,18,
11/20/2025,="1045",4,35,50,34,26,51,27,46,226,42,19,148,16,
11/20/2025,="1100",4,26,59,36,21,57,28,31,189,36,32,158,16,
11/20/2025,="1115",4,22,71,28,15,50,33,34,211,25,31,132,10,
11/20/2025,="1130",4,30,54,33,18,45,33,23,183,39,26,180,18,
11/20/2025,="1145",4,22,61,44,23,41,35,40,227,31,27,178,8,
11/20/2025,="1200",4,24,60,28,25,62,51,31,193,44,31,153,10,
11/20/2025,="1215",4,35,43,40,18,52,31,38,216,44,32,200,12,
11/20/2025,="1230",4,32,63,37,28,66,33,27,196,39,32,166,16,
11/20/2025,="1245",4,37,52,42,21,58,40,37,187,48,27,210,18,
11/20/2025,="1300",4,35,55,44,27,67,48,35,190,50,35,226,16,
11/20/2025,="1315",4,37,70,34,30,66,42,37,205,49,30,174,18,
11/20/2025,="1330",4,22,64,33,18,50,45,31,184,40,31,187,18,
11/20/2025,="1345",4,39,63,25,26,68,48,43,148,35,29,197,14,
11/20/2025,="1400",4,30,56,32,27,68,44,31,182,28,38,198,11,
11/20/2025,="1415",4,35,49,36,29,57,38,35,182,32,41,209,22,
11/20/2025,="1430",4,31,42,36,36,61,30,50,196,33,25,190,14,
11/20/2025,="1445",4,25,54,39,20,69,33,28,200,24,40,220,20,
11/20/2025,="1500",4,25,63,47,21,85,55,45,148,39,43,199,10,
11/20/2025,="1515",4,24,41,33,22,61,60,41,208,35,45,221,22,
11/20/2025,="1530",4,31,76,25,34,86,55,32,180,32,54,223,22,
11/20/2025,="1545",4,32,76,45,23,78,45,47,186,30,41,225,15,
11/20/2025,="1600",4,30,75,45,27,97,44,36,162,40,40,249,17,
11/20/2025,="1615",4,33,72,17,25,101,43,40,195,45,52,246,18,
11/20/2025,="1630",4,26,69,27,33,101,54,40,158,35,52,257,9,
11/20/2025,="1645",4,29,82,34,31,106,40,35,193,42,57,269,11,
11/20/2025,="1700",4,31,67,34,40,100,50,35,160,43,48,247,10,
11/20/2025,="1715",4,36,64,43,22,88,28,34,162,45,66,264,12,
11/20/2025,="1730",4,29,55,36,37,56,26,34,156,46,79,236,9,
11/20/2025,="1745",4,18,41,41,26,77,21,35,151,43,27,198,7,
11/20/2025,="1800",4,39,60,39,18,92,28,17,145,67,35,217,11,
11/20/2025,="1815",4,54,55,36,18,69,36,43,154,50,45,250,8,
11/20/2025,="1830",4,70,97,37,32,63,51,36,164,30,43,253,15,
11/20/2025,="1845",4,60,61,26,24,56,51,34,174,54,42,246,8,
11/20/2025,="1900",4,50,79,23,20,41,53,40,133,38,41,238,14,
11/20/2025,="1915",4,46,72,32,19,53,31,31,180,20,20,245,10,
11/20/2025,="1930",4,54,42,19,18,37,38,29,130,30,41,170,9,
11/20/2025,="1945",4,51,53,24,17,31,41,40,120,27,40,183,10,
11/20/2025,="2000",4,49,52,17,7,28,31,42,128,16,30,203,11,
11/20/2025,="2015",4,35,40,20,10,42,30,35,131,33,30,190,7,
11/20/2025,="2030",4,52,50,23,16,29,37,27,113,24,21,169,7,
11/20/2025,="2045",4,55,43,24,16,43,46,28,83,23,33,162,8,
11/20/2025,="2100",4,53,34,18,17,32,39,20,74,27,17,159,7,
11/20/2025,="2115",4,32,28,18,4,22,35,12,75,20,25,165,3,
11/20/2025,="2130",4,25,32,9,10,39,29,24,63,23,21,149,6,
11/20/2025,="2145",4,22,30,26,6,27,29,30,67,10,18,129,6,
11/20/2025,="2200",4,26,21,22,6,30,33,16,63,9,22,123,5,
11/20/2025,="2215",4,27,20,9,6,26,19,13,63,19,11,94,3,
11/20/2025,="2230",4,21,26,9,3,18,21,16,50,11,16,107,6,
11/20/2025,="2245",4,49,19,11,6,16,30,19,40,20,26,83,4,
11/20/2025,="2300",4,43,26,8,10,28,50,10,55,13,19,78,4,
11/20/2025,="2315",4,30,17,15,4,21,21,12,31,4,4,63,5,
11/20/2025,="2330",4,30,6,9,1,17,24,2,41,10,0,60,3,
11/20/2025,="2345",4,35,10,7,2,11,14,6,29,3,2,40,1,
11/21/2025,="0000",4,7,6,3,5,20,8,2,19,1,5,39,2,
11/21/2025,="0015",4,16,7,5,3,16,5,2,17,4,6,31,2,
11/21/2025,="0030",4,31,8,1,0,5,3,0,13,4,0,23,0,
11/21/2025,="0045",4,7,1,2,1,3,2,2,21,4,3,27,2,
11/21/2025,="0100",4,14,3,0,0,1,1,2,20,0,4,25,0,
11/21/2025,="0115",4,7,1,2,0,0,1,1,13,0,3,17,1,
11/21/2025,="0130",4,7,2,1,1,0,3,6,11,2,5,21,1,
11/21/2025,="0145",4,16,7,2,2,4,3,1,8,4,2,12,4,
11/21/2025,="0200",4,13,3,0,1,2,2,2,11,1,1,18,1,
11/21/2025,="0215",4,8,0,2,2,1,0,0,12,0,1,23,5,
11/21/2025,="0230",4,2,2,2,1,3,8,1,8,0,1,17,0,
11/21/2025,="0245",4,8,4,2,0,3,9,3,8,0,0,21,0,
11/21/2025,="0300",4,17,5,3,2,2,0,0,14,1,3,10,2,
11/21/2025,="0315",4,0,2,2,2,2,2,2,4,2,3,14,0,
11/21/2025,="0330",4,11,0,3,0,3,3,0,9,1,2,4,3,
11/21/2025,="0345",4,1,2,2,1,4,1,5,15,1,0,9,6,
11/21/2025,="0400",4,7,5,0,0,8,2,1,10,3,3,11,2,
11/21/2025,="0415",4,1,0,2,0,5,1,5,15,2,3,12,7,
11/21/2025,="0430",4,8,0,4,1,3,2,2,27,0,5,12,0,
11/21/2025,="0445",4,16,2,2,5,5,2,5,29,6,6,13,1,
11/21/2025,="0500",4,3,4,5,0,3,2,4,25,1,4,13,2,
11/21/2025,="0515",4,14,6,8,1,11,5,1,26,6,9,8,5,
11/21/2025,="0530",4,18,5,7,2,12,4,3,51,8,16,8,5,
11/21/2025,="0545",4,30,8,10,6,4,9,9,65,9,9,12,5,
11/21/2025,="0600",4,9,8,14,7,11,2,10,78,4,5,19,8,
11/21/2025,="0615",4,8,15,15,7,11,5,8,98,19,8,30,7,
11/21/2025,="0630",4,13,26,20,7,18,9,23,140,14,6,31,5,
11/21/2025,="0645",4,5,28,24,7,13,15,31,131,12,9,49,13,
11/21/2025,="0700",4,3,16,36,6,14,11,15,155,29,18,88,7,
11/21/2025,="0715",4,14,33,21,7,18,22,24,181,33,10,74,13,
11/21/2025,="0730",4,20,48,37,5,25,24,40,265,41,20,106,12,
11/21/2025,="0745",4,15,49,62,7,30,27,26,287,42,16,101,28,
11/21/2025,="0800",4,7,45,46,18,49,25,28,260,36,33,132,24,
11/21/2025,="0815",4,19,60,83,18,74,35,37,311,39,39,154,27,
11/21/2025,="0830",4,33,113,101,30,92,43,64,313,25,31,169,39,
11/21/2025,="0845",4,24,96,108,28,80,52,52,263,37,29,133,26,
11/21/2025,="0900",4,23,106,81,16,71,26,40,280,43,33,151,30,
11/21/2025,="0915",4,22,89,82,26,45,25,39,261,27,24,136,25,
11/21/2025,="0930",4,26,65,61,17,55,41,62,264,49,30,142,17,
11/21/2025,="0945",4,23,87,56,21,65,34,39,236,44,25,172,22,
11/21/2025,="1000",4,16,56,37,25,39,33,44,239,48,28,165,10,
11/21/2025,="1015",4,35,57,44,17,61,37,37,219,40,22,129,7,
11/21/2025,="1030",4,24,65,37,31,44,33,50,243,33,29,169,19,
11/21/2025,="1045",4,30,59,51,28,70,45,46,259,37,32,136,13,
11/21/2025,="1100",4,45,73,45,17,68,43,38,187,49,39,146,11,
11/21/2025,="1115",4,30,52,36,14,49,40,45,230,47,30,158,12,
11/21/2025,="1130",4,29,43,32,18,51,39,41,206,44,28,159,12,
11/21/2025,="1145",4,26,63,37,14,52,43,39,223,54,31,183,18,
11/21/2025,="1200",4,34,62,22,21,71,42,42,209,41,22,177,12,
11/21/2025,="1215",4,27,65,49,22,75,52,42,231,39,39,192,22,
11/21/2025,="1230",4,37,51,36,25,60,38,41,218,47,31,184,24,
11/21/2025,="1245",4,26,83,45,34,75,68,47,216,45,32,214,18,
11/21/2025,="1300",4,37,52,33,38,73,48,50,220,51,32,215,17,
11/21/2025,="1315",4,37,63,40,29,102,55,45,192,52,39,198,19,
11/21/2025,="1330",4,41,73,34,30,69,49,38,242,47,45,223,20,
11/21/2025,="1345",4,43,70,55,24,81,46,53,203,38,48,213,15,
11/21/2025,="1400",4,36,70,31,19,86,64,34,192,38,40,225,11,
11/21/2025,="1415",4,45,70,42,26,96,57,37,219,34,39,235,13,
11/21/2025,="1430",4,52,62,33,32,70,43,35,198,48,40,232,26,
11/21/2025,="1445",4,34,74,38,26,85,51,36,198,48,32,257,24,
11/21/2025,="1500",4,41,53,33,28,91,78,25,208,47,37,222,15,
11/21/2025,="1515",4,37,41,37,25,86,55,44,229,41,51,238,25,
11/21/2025,="1530",4,39,62,36,30,123,65,41,206,37,53,240,18,
11/21/2025,="1545",4,43,62,40,27,95,65,49,203,42,51,255,15,
11/21/2025,="1600",4,42,62,35,25,113,63,37,208,58,38,264,22,
11/21/2025,="1615",4,25,66,48,26,104,69,60,193,69,53,277,17,
11/21/2025,="1630",4,44,74,32,31,111,51,65,173,56,84,253,18,
11/21/2025,="1645",4,51,43,34,38,57,43,71,215,57,64,244,16,
11/21/2025,="1700",4,40,28,42,39,65,50,68,176,74,97,249,19,
11/21/2025,="1715",4,46,42,34,52,50,66,53,193,53,150,216,61,
11/21/2025,="1730",4,35,50,48,64,64,48,40,221,64,139,245,43,
11/21/2025,="1745",4,37,61,46,32,109,50,52,234,58,64,284,16,
11/21/2025,="1800",4,10,17,44,2,39,46,12,65,68,1,32,113,
11/21/2025,="1815",4,28,42,57,31,89,56,24,126,87,23,178,136,
11/21/2025,="1830",4,37,77,36,27,69,83,53,188,67,56,261,154,
11/21/2025,="1845",4,37,48,58,29,66,52,48,217,75,44,238,102,
11/21/2025,="1900",4,34,56,60,24,68,81,55,172,95,35,215,116,
11/21/2025,="1915",4,34,67,47,16,61,52,57,166,89,45,217,111,
11/21/2025,="1930",4,27,65,45,13,51,68,53,175,58,29,228,130,
11/21/2025,="1945",4,28,50,48,15,31,72,44,173,41,28,215,101,
11/21/2025,="2000",4,31,46,40,15,54,50,34,146,40,22,183,98,
11/21/2025,="2015",4,16,25,28,16,42,66,28,146,29,29,210,89,
11/21/2025,="2030",4,29,42,34,12,45,56,36,118,33,27,195,101,
11/21/2025,="2045",4,29,27,40,8,51,62,33,116,24,32,219,105,
11/21/2025,="2100",4,21,28,24,8,50,53,32,120,33,27,166,68,
11/21/2025,="2115",4,15,31,25,11,32,51,16,101,41,24,167,76,
11/21/2025,="2130",4,18,22,22,3,35,44,16,92,27,23,184,85,
11/21/2025,="2145",4,26,24,17,7,36,45,29,92,15,20,185,85,
11/21/2025,="2200",4,13,22,18,6,58,50,19,74,34,18,149,65,
11/21/2025,="2215",4,22,19,14,8,26,40,17,81,22,25,165,68,
11/21/2025,="2230",4,9,28,12,2,42,33,11,70,17,12,160,70,
11/21/2025,="2245",4,17,18,18,5,31,38,17,62,16,17,143,69,
11/21/2025,="2300",4,13,25,15,3,37,38,8,56,9,15,170,73,
11/21/2025,="2315",4,13,20,7,4,30,31,7,47,15,12,111,48,
11/21/2025,="2330",4,9,14,17,7,36,22,11,59,13,7,88,45,
11/21/2025,="2345",4,10,15,5,3,25,28,5,48,9,5,86,45,
11/22/2025,="0000",4,4,6,12,5,26,21,6,43,12,5,96,34,
11/22/2025,="0015",4,8,6,16,5,13,4,2,29,9,11,73,38,
11/22/2025,="0030",4,9,11,6,2,12,20,1,25,8,5,76,26,
11/22/2025,="0045",4,2,8,4,5,1,17,3,23,8,8,73,30,
11/22/2025,="0100",4,1,8,8,0,10,4,0,30,2,5,56,21,
11/22/2025,="0115",4,1,4,5,1,12,6,2,21,5,5,49,20,
11/22/2025,="0130",4,0,4,4,0,7,10,2,25,1,4,32,14,
11/22/2025,="0145",4,3,5,7,0,7,6,2,17,3,1,30,12,
11/22/2025,="0200",4,3,4,7,1,3,8,1,16,3,1,25,8,
11/22/2025,="0215",4,1,2,6,0,2,9,0,16,4,2,40,16,
11/22/2025,="0230",4,2,1,7,0,4,5,1,17,3,5,32,15,
11/22/2025,="0245",4,2,1,6,0,2,13,1,15,4,4,37,18,
11/22/2025,="0300",4,2,3,9,2,3,5,2,13,1,2,27,14,
11/22/2025,="0315",4,0,2,5,3,3,5,1,9,3,2,17,12,
11/22/2025,="0330",4,1,4,3,0,2,3,0,21,2,6,23,9,
11/22/2025,="0345",4,1,3,1,1,3,1,2,17,5,1,9,5,
11/22/2025,="0400",4,0,3,0,1,3,2,2,9,1,1,12,6,
11/22/2025,="0415",4,0,1,0,0,3,2,1,13,2,2,16,9,
11/22/2025,="0430",4,1,2,0,1,7,1,1,23,3,1,13,5,
11/22/2025,="0445",4,1,2,1,0,6,1,1,13,2,1,12,6,
11/22/2025,="0500",4,1,2,4,2,4,2,5,23,1,1,16,6,
11/22/2025,="0515",4,0,2,2,0,5,3,0,23,4,0,14,6,
11/22/2025,="0530",4,3,4,2,0,7,3,2,30,4,10,14,12,
11/22/2025,="0545",4,3,4,3,0,8,3,3,28,3,4,7,4,
11/22/2025,="0600",4,2,4,4,0,6,2,3,33,3,3,8,4,
11/22/2025,="0615",4,2,4,4,2,5,2,2,42,3,4,15,11,
11/22/2025,="0630",4,1,9,13,0,8,6,5,66,5,3,13,3,
11/22/2025,="0645",4,2,20,13,1,7,6,10,55,4,3,29,12,
11/22/2025,="0700",4,1,20,7,2,8,5,8,68,14,4,48,27,
11/22/2025,="0715",4,1,18,15,4,13,12,15,88,9,7,46,16,
11/22/2025,="0730",4,3,18,16,3,25,18,18,86,15,4,53,23,
11/22/2025,="0745",4,7,16,26,2,21,22,20,106,24,5,41,11,
11/22/2025,="0800",4,4,25,15,2,15,18,29,100,11,9,49,2,
11/22/2025,="0815",4,5,21,16,4,25,26,21,127,7,5,75,7,
11/22/2025,="0830",4,7,48,21,5,19,15,30,136,13,6,76,4,
11/22/2025,="0845",4,9,35,24,7,25,32,30,158,19,7,72,4,
11/22/2025,="0900",4,7,45,19,10,30,29,35,143,15,8,68,2,
11/22/2025,="0915",4,16,44,18,11,30,12,28,193,16,15,110,3,
11/22/2025,="0930",4,17,36,22,15,34,20,32,191,34,13,88,6,
11/22/2025,="0945",4,13,78,31,15,49,34,35,214,38,19,113,9,
11/22/2025,="1000",4,16,54,22,11,45,42,27,204,29,14,125,7,
11/22/2025,="1015",4,19,57,45,10,47,40,47,230,31,19,108,11,
11/22/2025,="1030",4,17,66,26,9,37,39,41,257,30,17,151,11,
11/22/2025,="1045",4,24,74,39,18,46,49,43,272,42,28,164,10,
11/22/2025,="1100",4,25,70,36,10,78,37,48,225,49,27,154,14,
11/22/2025,="1115",4,24,44,29,11,68,50,56,245,41,32,161,10,
11/22/2025,="1130",4,25,61,43,20,72,47,35,211,27,25,195,13,
11/22/2025,="1145",4,30,63,36,15,66,52,52,283,44,30,211,16,
11/22/2025,="1200",4,42,78,41,15,64,46,57,217,52,20,178,8,
11/22/2025,="1215",4,18,68,40,16,78,47,49,249,54,29,206,10,
11/22/2025,="1230",4,30,70,42,25,71,56,50,244,46,31,204,8,
11/22/2025,="1245",4,24,70,56,12,83,51,49,221,44,29,209,22,
11/22/2025,="1300",4,28,70,49,25,71,37,57,222,58,25,196,18,
11/22/2025,="1315",4,30,76,26,16,91,51,31,224,36,37,194,13,
11/22/2025,="1330",4,35,59,47,21,70,43,37,230,35,35,239,9,
11/22/2025,="1345",4,31,64,41,22,85,62,45,190,51,33,222,9,
11/22/2025,="1400",4,26,48,34,22,84,35,44,230,35,43,236,14,
11/22/2025,="1415",4,24,55,29,17,55,68,32,198,33,33,214,8,
11/22/2025,="1430",4,26,74,41,19,85,59,38,230,37,34,233,11,
11/22/2025,="1445",4,31,52,31,12,69,43,49,215,48,26,226,6,
11/22/2025,="1500",4,27,64,36,23,72,70,33,194,25,26,212,6,
11/22/2025,="1515",4,22,49,31,15,65,57,40,221,30,32,255,8,
11/22/2025,="1530",4,23,65,31,18,62,49,47,174,35,29,215,5,
11/22/2025,="1545",4,28,45,28,15,83,49,30,202,28,28,240,12,
11/22/2025,="1600",4,22,53,33,14,80,56,45,181,32,28,238,8,
11/22/2025,="1615",4,22,47,22,12,83,47,43,219,33,27,233,15,
11/22/2025,="1630",4,23,47,19,18,61,48,50,216,42,22,225,12,
11/22/2025,="1645",4,24,61,44,16,75,47,33,207,26,34,209,7,
11/22/2025,="1700",4,25,54,33,12,60,50,33,217,30,26,243,15,
11/22/2025,="1715",4,29,56,39,14,62,55,42,173,23,31,193,6,
11/22/2025,="1730",4,25,77,46,17,53,41,31,203,29,28,237,6,
11/22/2025,="1745",4,12,50,46,17,55,47,42,166,33,35,193,9,
11/22/2025,="1800",4,10,61,52,7,39,71,24,153,39,10,135,18,
11/22/2025,="1815",4,23,81,74,12,42,53,48,241,39,29,216,13,
11/22/2025,="1830",4,28,99,77,18,54,46,44,191,34,22,202,29,
11/22/2025,="1845",4,23,68,40,19,42,70,56,162,41,23,200,24,
11/22/2025,="1900",4,20,34,40,21,44,43,37,165,37,28,184,10,
11/22/2025,="1915",4,15,42,29,21,63,52,31,152,45,32,234,12,
11/22/2025,="1930",4,25,53,32,10,72,72,36,135,36,38,200,16,
11/22/2025,="1945",4,21,47,31,19,71,69,29,149,29,24,208,9,
11/22/2025,="2000",4,16,45,30,9,78,66,33,125,22,31,200,9,
11/22/2025,="2015",4,23,30,24,8,62,76,30,114,31,24,203,4,
11/22/2025,="2030",4,21,30,14,4,52,77,23,108,21,22,177,11,
11/22/2025,="2045",4,26,25,21,1,46,54,16,98,15,29,166,9,
11/22/2025,="2100",4,9,36,22,7,55,49,22,110,18,18,136,15,
11/22/2025,="2115",4,16,31,25,3,42,43,20,77,28,14,156,5,
11/22/2025,="2130",4,15,20,21,9,53,51,35,84,17,20,150,5,
11/22/2025,="2145",4,20,22,18,3,50,41,19,92,23,22,138,8,
11/22/2025,="2200",4,14,22,19,6,55,55,13,71,22,16,136,7,
11/22/2025,="2215",4,11,24,22,3,38,41,15,67,19,16,115,10,
11/22/2025,="2230",4,9,27,15,5,43,49,23,74,15,10,104,5,
11/22/2025,="2245",4,14,25,18,3,28,29,13,64,15,6,94,7,
11/22/2025,="2300",4,10,26,16,3,36,31,6,69,14,16,97,1,
11/22/2025,="2315",4,8,17,20,4,25,30,14,59,9,7,111,5,
11/22/2025,="2330",4,6,9,9,1,23,27,3,77,8,6,84,3,
11/22/2025,="2345",4,5,15,8,2,19,27,4,45,10,6,78,2,
11/16/2025,="0000",5,4,8,5,1,6,6,0,0,0,2,1,1,
11/16/2025,="0015",5,0,13,13,0,4,8,0,1,0,1,0,2,
11/16/2025,="0030",5,0,6,11,0,3,8,3,0,0,1,1,1,
11/16/2025,="0045",5,0,7,6,1,4,7,1,0,0,0,1,0,
11/16/2025,="0100",5,1,5,6,0,4,5,0,0,0,1,0,0,
11/16/2025,="0115",5,0,2,0,0,2,2,0,0,0,1,1,1,
11/16/2025,="0130",5,0,3,4,0,3,1,0,0,0,0,0,0,
11/16/2025,="0145",5,0,2,2,0,5,4,0,0,0,1,0,0,
11/16/2025,="0200",5,1,6,3,0,5,6,0,0,0,0,0,0,
11/16/2025,="0215",5,1,5,2,0,6,6,0,0,1,0,0,0,
11/16/2025,="0230",5,0,4,1,0,1,1,0,0,0,0,0,0,
11/16/2025,="0245",5,0,3,1,0,2,3,0,0,0,0,0,0,
11/16/2025,="0300",5,1,2,1,0,1,4,0,0,0,0,1,0,
11/16/2025,="0315",5,0,1,1,0,1,3,0,0,0,0,0,0,
11/16/2025,="0330",5,1,0,2,0,2,3,1,0,0,1,0,0,
11/16/2025,="0345",5,0,2,3,0,7,8,0,0,0,0,0,0,
11/16/2025,="0400",5,1,2,3,0,2,5,0,1,0,1,0,2,
11/16/2025,="0415",5,0,2,2,0,2,5,1,0,0,0,0,0,
11/16/2025,="0430",5,0,4,2,0,3,5,0,0,0,1,0,0,
11/16/2025,="0445",5,0,5,3,0,3,9,0,0,0,1,0,0,
11/16/2025,="0500",5,1,6,1,0,6,4,0,0,1,0,0,0,
11/16/2025,="0515",5,0,1,5,1,5,1,0,0,0,1,0,0,
11/16/2025,="0530",5,0,2,5,0,5,4,0,0,0,0,0,0,
11/16/2025,="0545",5,6,5,5,0,7,12,0,0,1,1,1,0,
11/16/2025,="0600",5,3,5,5,0,2,10,0,0,3,2,0,0,
11/16/2025,="0615",5,3,11,5,0,8,10,0,0,1,1,0,1,
11/16/2025,="0630",5,4,6,8,1,14,9,0,0,1,3,2,3,
11/16/2025,="0645",5,3,24,5,1,33,4,0,0,0,3,2,4,
11/16/2025,="0700",5,2,30,5,2,27,6,0,0,3,4,1,3,
11/16/2025,="0715",5,4,30,5,1,46,1,2,0,1,5,4,2,
11/16/2025,="0730",5,12,35,25,12,51,9,2,0,4,4,1,9,
11/16/2025,="0745",5,16,34,39,5,58,13,3,0,6,9,2,4,
11/16/2025,="0800",5,16,25,30,5,91,3,5,0,6,7,3,2,
11/16/2025,="0815",5,14,44,60,12,101,11,4,6,7,11,2,7,
11/16/2025,="0830",5,11,44,39,10,106,14,13,3,11,17,2,11,
11/16/2025,="0845",5,22,51,25,5,129,16,6,8,11,40,6,16,
